case_id,event_position,activity_name,timestamp,label,anomaly_type,anomaly_description
813,8,■,,normal,-,-
814,0,▶,,normal,-,-
814,1,Activity A,,normal,-,-
814,2,Activity T,,normal,-,-
814,3,Activity AN,,normal,-,-
814,4,Activity AP,,normal,-,-
814,5,Activity AO,,normal,-,-
814,6,Activity U,,normal,-,-
814,7,Activity B,,normal,-,-
814,8,■,,normal,-,-
815,0,▶,,normal,-,-
815,1,Activity A,,normal,-,-
815,2,Activity T,,normal,-,-
815,3,Activity AN,,normal,-,-
815,4,Activity AP,,normal,-,-
815,5,Activity AO,,normal,-,-
815,6,Activity U,,normal,-,-
815,7,Activity B,,normal,-,-
815,8,■,,normal,-,-
816,0,▶,,normal,-,-
816,1,Activity A,,normal,-,-
816,2,Activity C,,normal,-,-
816,3,Activity G,,normal,-,-
816,4,Activity I,,normal,-,-
816,5,Activity H,,normal,-,-
816,6,Activity D,,normal,-,-
816,7,Activity S,,normal,-,-
816,8,Activity B,,normal,-,-
816,9,■,,normal,-,-
817,0,▶,,normal,-,-
817,1,Activity A,,normal,-,-
817,2,Activity T,,normal,-,-
817,3,Activity AN,,normal,-,-
817,4,Activity AP,,normal,-,-
817,5,Activity AO,,normal,-,-
817,6,Activity U,,normal,-,-
817,7,Activity B,,normal,-,-
817,8,■,,normal,-,-
818,0,▶,,normal,-,-
818,1,Activity A,,normal,-,-
818,2,Activity C,,normal,-,-
818,3,Activity L,,normal,-,-
818,4,Activity P,,normal,-,-
818,5,Activity M,,normal,-,-
818,6,Activity D,,normal,-,-
818,7,Activity S,,normal,-,-
818,8,Activity B,,normal,-,-
818,9,■,,normal,-,-
819,0,▶,,anomalous,Early,"{'shift_from': 4, 'shift_to': 1, 'size': 1}"
819,1,Activity A,,anomalous,Early,"{'shift_from': 4, 'shift_to': 1, 'size': 1}"
819,2,Activity AL,,anomalous,Early,"{'shift_from': 4, 'shift_to': 1, 'size': 1}"
819,3,Activity T,,anomalous,Early,"{'shift_from': 4, 'shift_to': 1, 'size': 1}"
819,4,Activity AK,,anomalous,Early,"{'shift_from': 4, 'shift_to': 1, 'size': 1}"
819,5,Activity AM,,anomalous,Early,"{'shift_from': 4, 'shift_to': 1, 'size': 1}"
819,6,Activity U,,anomalous,Early,"{'shift_from': 4, 'shift_to': 1, 'size': 1}"
819,7,Activity B,,anomalous,Early,"{'shift_from': 4, 'shift_to': 1, 'size': 1}"
819,8,■,,anomalous,Early,"{'shift_from': 4, 'shift_to': 1, 'size': 1}"
820,0,▶,,normal,-,-
820,1,Activity A,,normal,-,-
820,2,Activity T,,normal,-,-
820,3,Activity AK,,normal,-,-
820,4,Activity AL,,normal,-,-
820,5,Activity AM,,normal,-,-
820,6,Activity U,,normal,-,-
820,7,Activity B,,normal,-,-
820,8,■,,normal,-,-
821,0,▶,,normal,-,-
821,1,Activity A,,normal,-,-
821,2,Activity BC,,normal,-,-
821,3,Activity B,,normal,-,-
821,4,■,,normal,-,-
822,0,▶,,normal,-,-
822,1,Activity A,,normal,-,-
822,2,Activity T,,normal,-,-
822,3,Activity AK,,normal,-,-
822,4,Activity AL,,normal,-,-
822,5,Activity AM,,normal,-,-
822,6,Activity U,,normal,-,-
822,7,Activity B,,normal,-,-
822,8,■,,normal,-,-
823,0,▶,,anomalous,Insert,"{'indices': [0, 3]}"
823,1,Random activity 5,,anomalous,Insert,"{'indices': [0, 3]}"
823,2,Activity A,,anomalous,Insert,"{'indices': [0, 3]}"
823,3,Activity T,,anomalous,Insert,"{'indices': [0, 3]}"
823,4,Random activity 54,,anomalous,Insert,"{'indices': [0, 3]}"
823,5,Activity AK,,anomalous,Insert,"{'indices': [0, 3]}"
823,6,Activity AL,,anomalous,Insert,"{'indices': [0, 3]}"
823,7,Activity AM,,anomalous,Insert,"{'indices': [0, 3]}"
823,8,Activity U,,anomalous,Insert,"{'indices': [0, 3]}"
823,9,Activity B,,anomalous,Insert,"{'indices': [0, 3]}"
823,10,■,,anomalous,Insert,"{'indices': [0, 3]}"
824,0,▶,,normal,-,-
824,1,Activity A,,normal,-,-
824,2,Activity T,,normal,-,-
824,3,Activity AK,,normal,-,-
824,4,Activity AL,,normal,-,-
824,5,Activity AM,,normal,-,-
824,6,Activity U,,normal,-,-
824,7,Activity B,,normal,-,-
824,8,■,,normal,-,-
825,0,▶,,normal,-,-
825,1,Activity A,,normal,-,-
825,2,Activity C,,normal,-,-
825,3,Activity L,,normal,-,-
825,4,Activity P,,normal,-,-
825,5,Activity M,,normal,-,-
825,6,Activity D,,normal,-,-
825,7,Activity S,,normal,-,-
825,8,Activity B,,normal,-,-
825,9,■,,normal,-,-
826,0,▶,,normal,-,-
826,1,Activity A,,normal,-,-
826,2,Activity C,,normal,-,-
826,3,Activity E,,normal,-,-
826,4,Activity F,,normal,-,-
826,5,Activity D,,normal,-,-
826,6,Activity S,,normal,-,-
826,7,Activity B,,normal,-,-
826,8,■,,normal,-,-
827,0,▶,,normal,-,-
827,1,Activity A,,normal,-,-
827,2,Activity T,,normal,-,-
827,3,Activity AK,,normal,-,-
827,4,Activity AL,,normal,-,-
827,5,Activity AM,,normal,-,-
827,6,Activity U,,normal,-,-
827,7,Activity B,,normal,-,-
827,8,■,,normal,-,-
828,0,▶,,normal,-,-
828,1,Activity A,,normal,-,-
828,2,Activity C,,normal,-,-
828,3,Activity L,,normal,-,-
828,4,Activity Q,,normal,-,-
828,5,Activity M,,normal,-,-
828,6,Activity D,,normal,-,-
828,7,Activity S,,normal,-,-
828,8,Activity B,,normal,-,-
828,9,■,,normal,-,-
829,0,▶,,normal,-,-
829,1,Activity A,,normal,-,-
829,2,Activity C,,normal,-,-
829,3,Activity L,,normal,-,-
829,4,Activity O,,normal,-,-
829,5,Activity M,,normal,-,-
829,6,Activity D,,normal,-,-
829,7,Activity S,,normal,-,-
829,8,Activity B,,normal,-,-
829,9,■,,normal,-,-
830,0,▶,,normal,-,-
830,1,Activity A,,normal,-,-
830,2,Activity BC,,normal,-,-
830,3,Activity B,,normal,-,-
830,4,■,,normal,-,-
831,0,▶,,normal,-,-
831,1,Activity A,,normal,-,-
831,2,Activity BC,,normal,-,-
831,3,Activity B,,normal,-,-
831,4,■,,normal,-,-
832,0,▶,,normal,-,-
832,1,Activity A,,normal,-,-
832,2,Activity T,,normal,-,-
832,3,Activity AN,,normal,-,-
832,4,Activity AQ,,normal,-,-
832,5,Activity AR,,normal,-,-
832,6,Activity AO,,normal,-,-
832,7,Activity U,,normal,-,-
832,8,Activity B,,normal,-,-
832,9,■,,normal,-,-
833,0,▶,,normal,-,-
833,1,Activity A,,normal,-,-
833,2,Activity T,,normal,-,-
833,3,Activity V,,normal,-,-
833,4,Activity Y,,normal,-,-
833,5,Activity W,,normal,-,-
833,6,Activity AB,,normal,-,-
833,7,Activity U,,normal,-,-
833,8,Activity B,,normal,-,-
833,9,■,,normal,-,-
834,0,▶,,normal,-,-
834,1,Activity A,,normal,-,-
834,2,Activity T,,normal,-,-
834,3,Activity AK,,normal,-,-
834,4,Activity AL,,normal,-,-
834,5,Activity AM,,normal,-,-
834,6,Activity U,,normal,-,-
834,7,Activity B,,normal,-,-
834,8,■,,normal,-,-
835,0,▶,,anomalous,Late,"{'shift_from': 2, 'shift_to': 6, 'size': 2}"
835,1,Activity A,,anomalous,Late,"{'shift_from': 2, 'shift_to': 6, 'size': 2}"
835,2,Activity BD,,anomalous,Late,"{'shift_from': 2, 'shift_to': 6, 'size': 2}"
835,3,Activity BE,,anomalous,Late,"{'shift_from': 2, 'shift_to': 6, 'size': 2}"
835,4,Activity BQ,,anomalous,Late,"{'shift_from': 2, 'shift_to': 6, 'size': 2}"
835,5,Activity BR,,anomalous,Late,"{'shift_from': 2, 'shift_to': 6, 'size': 2}"
835,6,Activity BT,,anomalous,Late,"{'shift_from': 2, 'shift_to': 6, 'size': 2}"
835,7,Activity BH,,anomalous,Late,"{'shift_from': 2, 'shift_to': 6, 'size': 2}"
835,8,Activity BI,,anomalous,Late,"{'shift_from': 2, 'shift_to': 6, 'size': 2}"
835,9,Activity BS,,anomalous,Late,"{'shift_from': 2, 'shift_to': 6, 'size': 2}"
835,10,Activity B,,anomalous,Late,"{'shift_from': 2, 'shift_to': 6, 'size': 2}"
835,11,■,,anomalous,Late,"{'shift_from': 2, 'shift_to': 6, 'size': 2}"
836,0,▶,,normal,-,-
836,1,Activity A,,normal,-,-
836,2,Activity C,,normal,-,-
836,3,Activity G,,normal,-,-
836,4,Activity I,,normal,-,-
836,5,Activity H,,normal,-,-
836,6,Activity D,,normal,-,-
836,7,Activity S,,normal,-,-
836,8,Activity B,,normal,-,-
836,9,■,,normal,-,-
837,0,▶,,normal,-,-
837,1,Activity A,,normal,-,-
837,2,Activity C,,normal,-,-
837,3,Activity E,,normal,-,-
837,4,Activity F,,normal,-,-
837,5,Activity D,,normal,-,-
837,6,Activity S,,normal,-,-
837,7,Activity B,,normal,-,-
837,8,■,,normal,-,-
838,0,▶,,anomalous,Rework,"{'size': 3, 'start': 6, 'inserted': [{'name': 'Activity AN', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity AP', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity AO', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}]}"
838,1,Activity A,,anomalous,Rework,"{'size': 3, 'start': 6, 'inserted': [{'name': 'Activity AN', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity AP', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity AO', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}]}"
838,2,Activity T,,anomalous,Rework,"{'size': 3, 'start': 6, 'inserted': [{'name': 'Activity AN', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity AP', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity AO', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}]}"
838,3,Activity AN,,anomalous,Rework,"{'size': 3, 'start': 6, 'inserted': [{'name': 'Activity AN', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity AP', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity AO', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}]}"
838,4,Activity AP,,anomalous,Rework,"{'size': 3, 'start': 6, 'inserted': [{'name': 'Activity AN', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity AP', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity AO', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}]}"
838,5,Activity AO,,anomalous,Rework,"{'size': 3, 'start': 6, 'inserted': [{'name': 'Activity AN', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity AP', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity AO', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}]}"
838,6,Activity U,,anomalous,Rework,"{'size': 3, 'start': 6, 'inserted': [{'name': 'Activity AN', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity AP', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity AO', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}]}"
838,7,Activity AN,,anomalous,Rework,"{'size': 3, 'start': 6, 'inserted': [{'name': 'Activity AN', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity AP', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity AO', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}]}"
838,8,Activity AP,,anomalous,Rework,"{'size': 3, 'start': 6, 'inserted': [{'name': 'Activity AN', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity AP', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity AO', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}]}"
838,9,Activity AO,,anomalous,Rework,"{'size': 3, 'start': 6, 'inserted': [{'name': 'Activity AN', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity AP', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity AO', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}]}"
838,10,Activity B,,anomalous,Rework,"{'size': 3, 'start': 6, 'inserted': [{'name': 'Activity AN', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity AP', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity AO', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}]}"
838,11,■,,anomalous,Rework,"{'size': 3, 'start': 6, 'inserted': [{'name': 'Activity AN', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity AP', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity AO', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}]}"
839,0,▶,,normal,-,-
839,1,Activity A,,normal,-,-
839,2,Activity BC,,normal,-,-
839,3,Activity B,,normal,-,-
839,4,■,,normal,-,-
840,0,▶,,normal,-,-
840,1,Activity A,,normal,-,-
840,2,Activity C,,normal,-,-
840,3,Activity L,,normal,-,-
840,4,Activity O,,normal,-,-
840,5,Activity M,,normal,-,-
840,6,Activity D,,normal,-,-
840,7,Activity S,,normal,-,-
840,8,Activity B,,normal,-,-
840,9,■,,normal,-,-
841,0,▶,,normal,-,-
841,1,Activity A,,normal,-,-
841,2,Activity T,,normal,-,-
841,3,Activity AK,,normal,-,-
841,4,Activity AL,,normal,-,-
841,5,Activity AM,,normal,-,-
841,6,Activity U,,normal,-,-
841,7,Activity B,,normal,-,-
841,8,■,,normal,-,-
842,0,▶,,normal,-,-
842,1,Activity A,,normal,-,-
842,2,Activity T,,normal,-,-
842,3,Activity AN,,normal,-,-
842,4,Activity AP,,normal,-,-
842,5,Activity AO,,normal,-,-
842,6,Activity U,,normal,-,-
842,7,Activity B,,normal,-,-
842,8,■,,normal,-,-
843,0,▶,,normal,-,-
843,1,Activity A,,normal,-,-
843,2,Activity T,,normal,-,-
843,3,Activity AN,,normal,-,-
843,4,Activity AP,,normal,-,-
843,5,Activity AO,,normal,-,-
843,6,Activity U,,normal,-,-
843,7,Activity B,,normal,-,-
843,8,■,,normal,-,-
844,0,▶,,normal,-,-
844,1,Activity A,,normal,-,-
844,2,Activity C,,normal,-,-
844,3,Activity G,,normal,-,-
844,4,Activity J,,normal,-,-
844,5,Activity H,,normal,-,-
844,6,Activity D,,normal,-,-
844,7,Activity S,,normal,-,-
844,8,Activity B,,normal,-,-
844,9,■,,normal,-,-
845,0,▶,,normal,-,-
845,1,Activity A,,normal,-,-
845,2,Activity BZ,,normal,-,-
845,3,Activity B,,normal,-,-
845,4,■,,normal,-,-
846,0,▶,,normal,-,-
846,1,Activity A,,normal,-,-
846,2,Activity C,,normal,-,-
846,3,Activity E,,normal,-,-
846,4,Activity F,,normal,-,-
846,5,Activity D,,normal,-,-
846,6,Activity S,,normal,-,-
846,7,Activity B,,normal,-,-
846,8,■,,normal,-,-
847,0,▶,,normal,-,-
847,1,Activity A,,normal,-,-
847,2,Activity T,,normal,-,-
847,3,Activity AN,,normal,-,-
847,4,Activity AS,,normal,-,-
847,5,Activity AZ,,normal,-,-
847,6,Activity AT,,normal,-,-
847,7,Activity AO,,normal,-,-
847,8,Activity U,,normal,-,-
847,9,Activity B,,normal,-,-
847,10,■,,normal,-,-
848,0,▶,,normal,-,-
848,1,Activity A,,normal,-,-
848,2,Activity BZ,,normal,-,-
848,3,Activity B,,normal,-,-
848,4,■,,normal,-,-
849,0,▶,,normal,-,-
849,1,Activity A,,normal,-,-
849,2,Activity T,,normal,-,-
849,3,Activity AK,,normal,-,-
849,4,Activity AL,,normal,-,-
849,5,Activity AM,,normal,-,-
849,6,Activity U,,normal,-,-
849,7,Activity B,,normal,-,-
849,8,■,,normal,-,-
850,0,▶,,normal,-,-
850,1,Activity A,,normal,-,-
850,2,Activity T,,normal,-,-
850,3,Activity AN,,normal,-,-
850,4,Activity AS,,normal,-,-
850,5,Activity AV,,normal,-,-
850,6,Activity AT,,normal,-,-
850,7,Activity AO,,normal,-,-
850,8,Activity U,,normal,-,-
850,9,Activity B,,normal,-,-
850,10,■,,normal,-,-
851,0,▶,,normal,-,-
851,1,Activity A,,normal,-,-
851,2,Activity T,,normal,-,-
851,3,Activity AN,,normal,-,-
851,4,Activity AP,,normal,-,-
851,5,Activity AO,,normal,-,-
851,6,Activity U,,normal,-,-
851,7,Activity B,,normal,-,-
851,8,■,,normal,-,-
852,0,▶,,normal,-,-
852,1,Activity A,,normal,-,-
852,2,Activity BZ,,normal,-,-
852,3,Activity B,,normal,-,-
852,4,■,,normal,-,-
853,0,▶,,normal,-,-
853,1,Activity A,,normal,-,-
853,2,Activity BC,,normal,-,-
853,3,Activity B,,normal,-,-
853,4,■,,normal,-,-
854,0,▶,,normal,-,-
854,1,Activity A,,normal,-,-
854,2,Activity T,,normal,-,-
854,3,Activity AN,,normal,-,-
854,4,Activity AP,,normal,-,-
854,5,Activity AO,,normal,-,-
854,6,Activity U,,normal,-,-
854,7,Activity B,,normal,-,-
854,8,■,,normal,-,-
855,0,▶,,normal,-,-
855,1,Activity A,,normal,-,-
855,2,Activity BD,,normal,-,-
855,3,Activity BJ,,normal,-,-
855,4,Activity BM,,normal,-,-
855,5,Activity BK,,normal,-,-
855,6,Activity BE,,normal,-,-
855,7,Activity BQ,,normal,-,-
855,8,Activity BR,,normal,-,-
855,9,Activity BY,,normal,-,-
855,10,Activity BS,,normal,-,-
855,11,Activity B,,normal,-,-
855,12,■,,normal,-,-
856,0,▶,,normal,-,-
856,1,Activity A,,normal,-,-
856,2,Activity T,,normal,-,-
856,3,Activity AN,,normal,-,-
856,4,Activity AQ,,normal,-,-
856,5,Activity AR,,normal,-,-
856,6,Activity AO,,normal,-,-
856,7,Activity U,,normal,-,-
856,8,Activity B,,normal,-,-
856,9,■,,normal,-,-
857,0,▶,,normal,-,-
857,1,Activity A,,normal,-,-
857,2,Activity T,,normal,-,-
857,3,Activity AK,,normal,-,-
857,4,Activity AL,,normal,-,-
857,5,Activity AM,,normal,-,-
857,6,Activity U,,normal,-,-
857,7,Activity B,,normal,-,-
857,8,■,,normal,-,-
858,0,▶,,normal,-,-
858,1,Activity A,,normal,-,-
858,2,Activity T,,normal,-,-
858,3,Activity AK,,normal,-,-
858,4,Activity AL,,normal,-,-
858,5,Activity AM,,normal,-,-
858,6,Activity U,,normal,-,-
858,7,Activity B,,normal,-,-
858,8,■,,normal,-,-
859,0,▶,,normal,-,-
859,1,Activity A,,normal,-,-
859,2,Activity C,,normal,-,-
859,3,Activity E,,normal,-,-
859,4,Activity F,,normal,-,-
859,5,Activity D,,normal,-,-
859,6,Activity S,,normal,-,-
859,7,Activity B,,normal,-,-
859,8,■,,normal,-,-
860,0,▶,,normal,-,-
860,1,Activity A,,normal,-,-
860,2,Activity C,,normal,-,-
860,3,Activity R,,normal,-,-
860,4,Activity D,,normal,-,-
860,5,Activity S,,normal,-,-
860,6,Activity B,,normal,-,-
860,7,■,,normal,-,-
861,0,▶,,normal,-,-
861,1,Activity A,,normal,-,-
861,2,Activity T,,normal,-,-
861,3,Activity AK,,normal,-,-
861,4,Activity AL,,normal,-,-
861,5,Activity AM,,normal,-,-
861,6,Activity U,,normal,-,-
861,7,Activity B,,normal,-,-
861,8,■,,normal,-,-
862,0,▶,,normal,-,-
862,1,Activity A,,normal,-,-
862,2,Activity T,,normal,-,-
862,3,Activity AN,,normal,-,-
862,4,Activity AP,,normal,-,-
862,5,Activity AO,,normal,-,-
862,6,Activity U,,normal,-,-
862,7,Activity B,,normal,-,-
862,8,■,,normal,-,-
863,0,▶,,normal,-,-
863,1,Activity A,,normal,-,-
863,2,Activity C,,normal,-,-
863,3,Activity L,,normal,-,-
863,4,Activity O,,normal,-,-
863,5,Activity M,,normal,-,-
863,6,Activity D,,normal,-,-
863,7,Activity S,,normal,-,-
863,8,Activity B,,normal,-,-
863,9,■,,normal,-,-
864,0,▶,,normal,-,-
864,1,Activity A,,normal,-,-
864,2,Activity T,,normal,-,-
864,3,Activity AN,,normal,-,-
864,4,Activity AS,,normal,-,-
864,5,Activity AU,,normal,-,-
864,6,Activity AT,,normal,-,-
864,7,Activity AO,,normal,-,-
864,8,Activity U,,normal,-,-
864,9,Activity B,,normal,-,-
864,10,■,,normal,-,-
865,0,▶,,normal,-,-
865,1,Activity A,,normal,-,-
865,2,Activity T,,normal,-,-
865,3,Activity AK,,normal,-,-
865,4,Activity AL,,normal,-,-
865,5,Activity AM,,normal,-,-
865,6,Activity U,,normal,-,-
865,7,Activity B,,normal,-,-
865,8,■,,normal,-,-
866,0,▶,,anomalous,Insert,{'indices': [1]}
866,1,Activity A,,anomalous,Insert,{'indices': [1]}
866,2,Random activity 4,,anomalous,Insert,{'indices': [1]}
866,3,Activity C,,anomalous,Insert,{'indices': [1]}
866,4,Activity E,,anomalous,Insert,{'indices': [1]}
866,5,Activity F,,anomalous,Insert,{'indices': [1]}
866,6,Activity D,,anomalous,Insert,{'indices': [1]}
866,7,Activity S,,anomalous,Insert,{'indices': [1]}
866,8,Activity B,,anomalous,Insert,{'indices': [1]}
866,9,■,,anomalous,Insert,{'indices': [1]}
867,0,▶,,normal,-,-
867,1,Activity A,,normal,-,-
867,2,Activity T,,normal,-,-
867,3,Activity AN,,normal,-,-
867,4,Activity BA,,normal,-,-
867,5,Activity BB,,normal,-,-
867,6,Activity AO,,normal,-,-
867,7,Activity U,,normal,-,-
867,8,Activity B,,normal,-,-
867,9,■,,normal,-,-
868,0,▶,,normal,-,-
868,1,Activity A,,normal,-,-
868,2,Activity C,,normal,-,-
868,3,Activity E,,normal,-,-
868,4,Activity F,,normal,-,-
868,5,Activity D,,normal,-,-
868,6,Activity S,,normal,-,-
868,7,Activity B,,normal,-,-
868,8,■,,normal,-,-
869,0,▶,,normal,-,-
869,1,Activity A,,normal,-,-
869,2,Activity T,,normal,-,-
869,3,Activity AN,,normal,-,-
869,4,Activity AQ,,normal,-,-
869,5,Activity AR,,normal,-,-
869,6,Activity AO,,normal,-,-
869,7,Activity U,,normal,-,-
869,8,Activity B,,normal,-,-
869,9,■,,normal,-,-
870,0,▶,,normal,-,-
870,1,Activity A,,normal,-,-
870,2,Activity T,,normal,-,-
870,3,Activity AC,,normal,-,-
870,4,Activity AI,,normal,-,-
870,5,Activity AJ,,normal,-,-
870,6,Activity AD,,normal,-,-
870,7,Activity U,,normal,-,-
870,8,Activity B,,normal,-,-
870,9,■,,normal,-,-
871,0,▶,,normal,-,-
871,1,Activity A,,normal,-,-
871,2,Activity T,,normal,-,-
871,3,Activity AN,,normal,-,-
871,4,Activity AQ,,normal,-,-
871,5,Activity AR,,normal,-,-
871,6,Activity AO,,normal,-,-
871,7,Activity U,,normal,-,-
871,8,Activity B,,normal,-,-
871,9,■,,normal,-,-
872,0,▶,,normal,-,-
872,1,Activity A,,normal,-,-
872,2,Activity T,,normal,-,-
872,3,Activity AK,,normal,-,-
872,4,Activity AL,,normal,-,-
872,5,Activity AM,,normal,-,-
872,6,Activity U,,normal,-,-
872,7,Activity B,,normal,-,-
872,8,■,,normal,-,-
873,0,▶,,normal,-,-
873,1,Activity A,,normal,-,-
873,2,Activity T,,normal,-,-
873,3,Activity AK,,normal,-,-
873,4,Activity AL,,normal,-,-
873,5,Activity AM,,normal,-,-
873,6,Activity U,,normal,-,-
873,7,Activity B,,normal,-,-
873,8,■,,normal,-,-
874,0,▶,,normal,-,-
874,1,Activity A,,normal,-,-
874,2,Activity T,,normal,-,-
874,3,Activity AK,,normal,-,-
874,4,Activity AL,,normal,-,-
874,5,Activity AM,,normal,-,-
874,6,Activity U,,normal,-,-
874,7,Activity B,,normal,-,-
874,8,■,,normal,-,-
875,0,▶,,normal,-,-
875,1,Activity A,,normal,-,-
875,2,Activity C,,normal,-,-
875,3,Activity E,,normal,-,-
875,4,Activity F,,normal,-,-
875,5,Activity D,,normal,-,-
875,6,Activity S,,normal,-,-
875,7,Activity B,,normal,-,-
875,8,■,,normal,-,-
876,0,▶,,normal,-,-
876,1,Activity A,,normal,-,-
876,2,Activity T,,normal,-,-
876,3,Activity AN,,normal,-,-
876,4,Activity AP,,normal,-,-
876,5,Activity AO,,normal,-,-
876,6,Activity U,,normal,-,-
876,7,Activity B,,normal,-,-
876,8,■,,normal,-,-
877,0,▶,,normal,-,-
877,1,Activity A,,normal,-,-
877,2,Activity C,,normal,-,-
877,3,Activity E,,normal,-,-
877,4,Activity F,,normal,-,-
877,5,Activity D,,normal,-,-
877,6,Activity S,,normal,-,-
877,7,Activity B,,normal,-,-
877,8,■,,normal,-,-
878,0,▶,,anomalous,Early,"{'shift_from': 5, 'shift_to': 3, 'size': 1}"
878,1,Activity A,,anomalous,Early,"{'shift_from': 5, 'shift_to': 3, 'size': 1}"
878,2,Activity C,,anomalous,Early,"{'shift_from': 5, 'shift_to': 3, 'size': 1}"
878,3,Activity L,,anomalous,Early,"{'shift_from': 5, 'shift_to': 3, 'size': 1}"
878,4,Activity M,,anomalous,Early,"{'shift_from': 5, 'shift_to': 3, 'size': 1}"
878,5,Activity P,,anomalous,Early,"{'shift_from': 5, 'shift_to': 3, 'size': 1}"
878,6,Activity D,,anomalous,Early,"{'shift_from': 5, 'shift_to': 3, 'size': 1}"
878,7,Activity S,,anomalous,Early,"{'shift_from': 5, 'shift_to': 3, 'size': 1}"
878,8,Activity B,,anomalous,Early,"{'shift_from': 5, 'shift_to': 3, 'size': 1}"
878,9,■,,anomalous,Early,"{'shift_from': 5, 'shift_to': 3, 'size': 1}"
879,0,▶,,normal,-,-
879,1,Activity A,,normal,-,-
879,2,Activity T,,normal,-,-
879,3,Activity AN,,normal,-,-
879,4,Activity AQ,,normal,-,-
879,5,Activity AR,,normal,-,-
879,6,Activity AO,,normal,-,-
879,7,Activity U,,normal,-,-
879,8,Activity B,,normal,-,-
879,9,■,,normal,-,-
880,0,▶,,normal,-,-
880,1,Activity A,,normal,-,-
880,2,Activity T,,normal,-,-
880,3,Activity AC,,normal,-,-
880,4,Activity AI,,normal,-,-
880,5,Activity AJ,,normal,-,-
880,6,Activity AD,,normal,-,-
880,7,Activity U,,normal,-,-
880,8,Activity B,,normal,-,-
880,9,■,,normal,-,-
881,0,▶,,normal,-,-
881,1,Activity A,,normal,-,-
881,2,Activity T,,normal,-,-
881,3,Activity AN,,normal,-,-
881,4,Activity AP,,normal,-,-
881,5,Activity AO,,normal,-,-
881,6,Activity U,,normal,-,-
881,7,Activity B,,normal,-,-
881,8,■,,normal,-,-
882,0,▶,,normal,-,-
882,1,Activity A,,normal,-,-
882,2,Activity BZ,,normal,-,-
882,3,Activity B,,normal,-,-
882,4,■,,normal,-,-
883,0,▶,,normal,-,-
883,1,Activity A,,normal,-,-
883,2,Activity C,,normal,-,-
883,3,Activity R,,normal,-,-
883,4,Activity D,,normal,-,-
883,5,Activity S,,normal,-,-
883,6,Activity B,,normal,-,-
883,7,■,,normal,-,-
884,0,▶,,normal,-,-
884,1,Activity A,,normal,-,-
884,2,Activity T,,normal,-,-
884,3,Activity AK,,normal,-,-
884,4,Activity AL,,normal,-,-
884,5,Activity AM,,normal,-,-
884,6,Activity U,,normal,-,-
884,7,Activity B,,normal,-,-
884,8,■,,normal,-,-
885,0,▶,,normal,-,-
885,1,Activity A,,normal,-,-
885,2,Activity BD,,normal,-,-
885,3,Activity BO,,normal,-,-
885,4,Activity BE,,normal,-,-
885,5,Activity BQ,,normal,-,-
885,6,Activity BR,,normal,-,-
885,7,Activity BY,,normal,-,-
